id,gjennomforing_id,innsatsbehov,start_dato,slutt_dato
deltaker2738,gjennomføring197,Landegruppe3,2025-03-08,2025-06-04
deltaker2739,gjennomføring51,S.Bestemt,2014-05-02,2014-05-16
deltaker2740,gjennomføring188,Landegruppe3,2024-03-04,2024-03-23
deltaker2741,gjennomføring72,S.Tilpasset,2023-08-22,2025-07-24
deltaker2742,gjennomføring72,S.Tilpasset,2022-08-18,2024-02-21
deltaker2743,gjennomføring60,S.Bestemt,2022-08-19,2024-11-09
deltaker2744,gjennomføring90,S.Bestemt,2019-04-15,2019-07-19
deltaker2745,gjennomføring62,S.Bestemt,2016-01-29,2018-01-30
deltaker2746,gjennomføring159,Landegruppe3,2025-01-14,2025-03-27
deltaker2747,gjennomføring155,S.Tilpasset,2021-06-26,2022-12-03
deltaker2748,gjennomføring91,S.Tilpasset,2014-06-08,2015-01-18
deltaker2749,gjennomføring46,S.Bestemt,2016-03-31,2017-06-27
deltaker2750,gjennomføring150,S.Bestemt,2024-04-06,2024-04-16
deltaker2751,gjennomføring115,S.Bestemt,2024-08-23,2024-09-16
deltaker2752,gjennomføring27,Landegruppe3,2019-07-01,2019-09-23
deltaker2753,gjennomføring154,Landegruppe3,2024-11-28,2025-02-21
deltaker2754,gjennomføring124,Landegruppe3,2024-02-16,2024-04-20
deltaker2755,gjennomføring14,Landegruppe3,2015-11-20,2017-12-27
deltaker2756,gjennomføring170,Landegruppe3,2024-06-09,2024-07-13
deltaker2757,gjennomføring147,S.Bestemt,2022-10-29,2023-05-16
deltaker2758,gjennomføring142,S.Bestemt,2020-05-31,2020-06-03
deltaker2759,gjennomføring152,S.Bestemt,2018-07-02,2019-07-20
deltaker2760,gjennomføring162,S.Bestemt,2022-11-10,2022-11-12
deltaker2761,gjennomføring26,S.Tilpasset,2016-02-10,2018-05-27
deltaker2762,gjennomføring21,Landegruppe3,2018-07-24,2018-07-26
deltaker2763,gjennomføring117,Landegruppe3,2021-04-03,2024-02-17
deltaker2764,gjennomføring182,S.Tilpasset,2018-10-15,2019-03-22
deltaker2765,gjennomføring171,S.Tilpasset,2026-08-22,2026-08-23
deltaker2766,gjennomføring111,Landegruppe3,2010-06-13,2010-07-29
deltaker2767,gjennomføring129,S.Tilpasset,2013-05-15,2013-12-18
deltaker2768,gjennomføring45,S.Tilpasset,2020-04-30,2021-07-13
deltaker2769,gjennomføring35,Landegruppe3,2010-11-08,2016-01-26
deltaker2770,gjennomføring1,Landegruppe3,2023-04-19,2024-03-30
deltaker2771,gjennomføring195,S.Bestemt,2016-06-26,2022-11-24
deltaker2772,gjennomføring189,S.Bestemt,2017-11-02,2018-08-11
deltaker2773,gjennomføring17,Landegruppe3,2021-05-12,2021-05-17
deltaker2774,gjennomføring121,S.Tilpasset,2026-02-13,2026-03-30
deltaker2775,gjennomføring181,S.Bestemt,2020-11-16,2020-12-20
deltaker2776,gjennomføring98,S.Bestemt,2017-05-13,2021-09-20
deltaker2777,gjennomføring68,Landegruppe3,2024-05-25,2024-09-08
deltaker2778,gjennomføring149,S.Tilpasset,2020-12-04,2021-02-01
deltaker2779,gjennomføring31,S.Bestemt,2020-04-13,2023-02-26
deltaker2780,gjennomføring61,S.Bestemt,2022-04-11,2023-05-15
deltaker2781,gjennomføring92,Landegruppe3,2023-03-01,2023-08-08
deltaker2782,gjennomføring118,S.Bestemt,2020-01-02,2020-01-16
deltaker2783,gjennomføring162,Landegruppe3,2022-04-30,2022-10-28
deltaker2784,gjennomføring179,S.Bestemt,2018-05-14,2021-03-26
deltaker2785,gjennomføring43,S.Tilpasset,2026-01-23,2026-03-24
deltaker2786,gjennomføring193,Landegruppe3,2024-06-03,2025-04-13
deltaker2787,gjennomføring52,S.Bestemt,2020-08-18,2021-06-11
deltaker2788,gjennomføring10,S.Bestemt,2022-01-14,2024-04-01
deltaker2789,gjennomføring113,S.Bestemt,2011-08-09,2012-09-22
deltaker2790,gjennomføring7,S.Bestemt,2023-05-08,2024-06-20
deltaker2791,gjennomføring122,Landegruppe3,2026-10-07,2026-11-12
deltaker2792,gjennomføring84,S.Tilpasset,2026-08-28,2026-09-13
deltaker2793,gjennomføring118,S.Tilpasset,2019-12-12,2020-02-26
deltaker2794,gjennomføring160,Landegruppe3,2019-07-06,2019-07-16
deltaker2795,gjennomføring21,S.Bestemt,2018-07-14,2018-07-18
deltaker2796,gjennomføring68,Landegruppe3,2023-11-14,2024-04-06
deltaker2797,gjennomføring52,S.Bestemt,2019-05-11,2020-05-24
deltaker2798,gjennomføring50,Landegruppe3,2020-05-11,2020-06-24
deltaker2799,gjennomføring113,S.Bestemt,2013-01-09,2013-08-20
deltaker2800,gjennomføring13,S.Tilpasset,2019-11-17,2019-11-22
deltaker2801,gjennomføring50,S.Tilpasset,2018-10-24,2019-12-13
deltaker2802,gjennomføring28,S.Tilpasset,2025-10-14,2026-07-21
deltaker2803,gjennomføring100,S.Bestemt,2024-04-06,2025-03-11
deltaker2804,gjennomføring94,S.Tilpasset,2014-12-29,2024-03-23
deltaker2805,gjennomføring123,S.Tilpasset,2024-04-09,2024-05-19
deltaker2806,gjennomføring157,S.Tilpasset,2019-07-27,2020-02-14
deltaker2807,gjennomføring107,S.Bestemt,2023-02-01,2023-10-14
deltaker2808,gjennomføring156,Landegruppe3,2023-01-14,2023-01-21
deltaker2809,gjennomføring182,S.Bestemt,2019-11-17,2020-01-03
deltaker2810,gjennomføring162,S.Bestemt,2022-11-18,2022-12-10
deltaker2811,gjennomføring42,S.Bestemt,2023-05-05,2026-08-04
deltaker2812,gjennomføring9,S.Bestemt,2025-04-27,2025-06-08
deltaker2813,gjennomføring31,S.Tilpasset,2020-10-06,2021-05-03
deltaker2814,gjennomføring87,Landegruppe3,2024-10-20,2024-11-03
deltaker2815,gjennomføring40,S.Tilpasset,2026-07-16,2026-08-08
deltaker2816,gjennomføring11,S.Tilpasset,2023-09-24,2023-10-14
deltaker2817,gjennomføring62,S.Bestemt,2019-12-11,2019-12-31
deltaker2818,gjennomføring70,S.Bestemt,2018-08-08,2019-09-03
deltaker2819,gjennomføring72,S.Bestemt,2022-01-03,2024-03-15
deltaker2820,gjennomføring38,Landegruppe3,2024-05-08,2024-08-06
deltaker2821,gjennomføring96,S.Bestemt,2013-08-01,2013-09-22
deltaker2822,gjennomføring10,Landegruppe3,2022-01-01,2023-01-10
deltaker2823,gjennomføring140,Landegruppe3,2016-01-05,2018-11-09
deltaker2824,gjennomføring177,Landegruppe3,2017-06-17,2019-02-12
deltaker2825,gjennomføring132,S.Tilpasset,2024-10-13,2026-06-08
deltaker2826,gjennomføring152,S.Bestemt,2020-11-08,2021-07-05
deltaker2827,gjennomføring55,Landegruppe3,2018-07-25,2019-03-09
deltaker2828,gjennomføring70,S.Bestemt,2018-07-26,2019-06-13
deltaker2829,gjennomføring149,S.Bestemt,2021-06-14,2021-06-26
deltaker2830,gjennomføring155,S.Bestemt,2021-01-02,2022-02-13
deltaker2831,gjennomføring81,Landegruppe3,2016-06-30,2018-02-03
deltaker2832,gjennomføring27,Landegruppe3,2015-06-23,2015-07-21
deltaker2833,gjennomføring15,S.Tilpasset,2019-10-04,2021-06-09
deltaker2834,gjennomføring183,S.Bestemt,2020-04-03,2021-07-16
deltaker2835,gjennomføring84,S.Tilpasset,2026-08-11,2026-09-02
deltaker2836,gjennomføring1,S.Tilpasset,2024-12-08,2024-12-18
deltaker2837,gjennomføring20,S.Tilpasset,2018-06-20,2019-03-10
deltaker2838,gjennomføring188,Landegruppe3,2024-01-07,2024-04-08
deltaker2839,gjennomføring158,Landegruppe3,2019-05-15,2019-10-25
deltaker2840,gjennomføring135,Landegruppe3,2017-02-26,2017-03-06
deltaker2841,gjennomføring38,Landegruppe3,2016-03-31,2022-10-08
deltaker2842,gjennomføring36,S.Bestemt,2026-02-23,2026-06-15
deltaker2843,gjennomføring175,S.Bestemt,2021-07-20,2021-10-22
deltaker2844,gjennomføring71,S.Bestemt,2020-12-25,2023-03-06
deltaker2845,gjennomføring33,S.Bestemt,2020-04-04,2020-06-01
deltaker2846,gjennomføring28,Landegruppe3,2026-02-15,2026-08-18
deltaker2847,gjennomføring61,S.Bestemt,2022-02-06,2022-08-13
deltaker2848,gjennomføring139,Landegruppe3,2018-04-16,2018-08-09
deltaker2849,gjennomføring10,Landegruppe3,2025-10-01,2026-04-08
deltaker2850,gjennomføring39,S.Bestemt,2023-10-15,2023-10-25
deltaker2851,gjennomføring57,S.Bestemt,2021-01-14,2022-02-19
deltaker2852,gjennomføring83,S.Tilpasset,2017-07-24,2019-12-02
deltaker2853,gjennomføring146,S.Bestemt,2021-04-27,2022-11-21
deltaker2854,gjennomføring167,Landegruppe3,2021-07-30,2024-03-04
deltaker2855,gjennomføring185,Landegruppe3,2011-06-19,2015-02-02
deltaker2856,gjennomføring65,S.Tilpasset,2013-09-08,2013-09-30
deltaker2857,gjennomføring184,S.Bestemt,2019-07-06,2019-07-23
deltaker2858,gjennomføring155,Landegruppe3,2020-12-04,2021-08-09
deltaker2859,gjennomføring160,S.Tilpasset,2019-05-25,2019-07-01
deltaker2860,gjennomføring80,S.Tilpasset,2025-01-12,2025-04-15
deltaker2861,gjennomføring6,S.Bestemt,2018-05-05,2019-02-17
deltaker2862,gjennomføring57,Landegruppe3,2020-07-01,2021-08-15
deltaker2863,gjennomføring68,Landegruppe3,2024-08-10,2025-07-25
deltaker2864,gjennomføring99,S.Bestemt,2017-12-15,2024-05-12
deltaker2865,gjennomføring55,Landegruppe3,2014-01-18,2016-03-01
deltaker2866,gjennomføring18,Landegruppe3,2023-01-03,2024-11-22
deltaker2867,gjennomføring100,S.Bestemt,2025-07-16,2026-02-22
deltaker2868,gjennomføring156,S.Bestemt,2023-01-23,2023-01-24
deltaker2869,gjennomføring159,Landegruppe3,2024-11-25,2025-07-01
deltaker2870,gjennomføring138,Landegruppe3,2015-02-03,2015-02-05
deltaker2871,gjennomføring101,S.Tilpasset,2017-04-20,2017-05-12
deltaker2872,gjennomføring134,Landegruppe3,2025-10-03,2025-10-05
deltaker2873,gjennomføring194,Landegruppe3,2015-05-22,2016-02-23
deltaker2874,gjennomføring81,Landegruppe3,2016-09-15,2018-02-06
deltaker2875,gjennomføring75,Landegruppe3,2022-04-04,2022-04-13
deltaker2876,gjennomføring21,S.Bestemt,2018-07-07,2018-07-20
deltaker2877,gjennomføring47,S.Bestemt,2009-07-18,2016-02-24
deltaker2878,gjennomføring88,Landegruppe3,2022-03-14,2022-06-19
deltaker2879,gjennomføring156,S.Bestemt,2022-09-25,2022-11-17
deltaker2880,gjennomføring178,S.Tilpasset,2023-05-07,2023-05-09
deltaker2881,gjennomføring161,S.Bestemt,2026-09-22,2026-10-15
deltaker2882,gjennomføring45,S.Tilpasset,2017-06-24,2022-04-18
deltaker2883,gjennomføring124,Landegruppe3,2023-07-21,2023-09-02
deltaker2884,gjennomføring33,S.Tilpasset,2012-03-14,2015-05-06
deltaker2885,gjennomføring28,Landegruppe3,2025-09-07,2025-12-19
deltaker2886,gjennomføring143,S.Tilpasset,2024-04-25,2024-05-12
deltaker2887,gjennomføring161,Landegruppe3,2026-10-12,2026-10-16
deltaker2888,gjennomføring125,S.Bestemt,2025-02-19,2025-12-17
deltaker2889,gjennomføring171,S.Bestemt,2025-05-14,2026-02-03
deltaker2890,gjennomføring84,S.Tilpasset,2026-07-21,2026-08-12
deltaker2891,gjennomføring65,S.Bestemt,2013-08-16,2013-11-05
deltaker2892,gjennomføring155,Landegruppe3,2018-08-24,2022-07-07
deltaker2893,gjennomføring39,S.Bestemt,2023-10-31,2023-11-03
deltaker2894,gjennomføring66,Landegruppe3,2023-11-26,2024-02-03
deltaker2895,gjennomføring114,S.Bestemt,2026-01-19,2026-07-05
deltaker2896,gjennomføring53,S.Bestemt,2018-06-02,2019-01-29
deltaker2897,gjennomføring197,S.Tilpasset,2025-06-05,2026-01-17
deltaker2898,gjennomføring28,S.Tilpasset,2024-10-06,2026-02-25
deltaker2899,gjennomføring139,Landegruppe3,2020-11-30,2022-12-16
deltaker2900,gjennomføring178,S.Tilpasset,2023-05-02,2023-07-13
deltaker2901,gjennomføring105,S.Bestemt,2022-07-30,2022-12-17
deltaker2902,gjennomføring50,Landegruppe3,2019-01-31,2019-05-15
deltaker2903,gjennomføring147,Landegruppe3,2023-04-05,2023-05-03
deltaker2904,gjennomføring39,S.Tilpasset,2023-10-26,2023-11-03
deltaker2905,gjennomføring63,S.Tilpasset,2026-08-31,2026-09-09
deltaker2906,gjennomføring70,S.Tilpasset,2019-02-27,2019-08-16
deltaker2907,gjennomføring199,Landegruppe3,2017-12-11,2021-02-09
deltaker2908,gjennomføring42,S.Bestemt,2023-02-02,2023-11-24
deltaker2909,gjennomføring41,S.Bestemt,2026-10-12,2026-10-18
deltaker2910,gjennomføring156,S.Tilpasset,2022-10-05,2022-10-06
deltaker2911,gjennomføring179,S.Bestemt,2014-03-30,2015-04-16
deltaker2912,gjennomføring125,Landegruppe3,2026-03-03,2026-04-01
deltaker2913,gjennomføring67,Landegruppe3,2023-09-23,2025-02-26
deltaker2914,gjennomføring158,Landegruppe3,2019-01-01,2019-08-11
deltaker2915,gjennomføring166,Landegruppe3,2013-10-15,2014-11-12
deltaker2916,gjennomføring46,S.Tilpasset,2017-02-28,2017-11-21
deltaker2917,gjennomføring104,S.Tilpasset,2016-05-09,2016-05-12
deltaker2918,gjennomføring103,S.Tilpasset,2019-09-30,2024-01-29
deltaker2919,gjennomføring96,S.Bestemt,2013-12-15,2013-12-24
deltaker2920,gjennomføring33,S.Bestemt,2016-12-26,2019-05-20
deltaker2921,gjennomføring184,Landegruppe3,2020-02-13,2020-02-27
deltaker2922,gjennomføring159,S.Tilpasset,2025-06-12,2025-06-16
deltaker2923,gjennomføring162,S.Bestemt,2022-12-31,2023-01-02
deltaker2924,gjennomføring36,S.Bestemt,2021-10-23,2023-07-30
deltaker2925,gjennomføring9,Landegruppe3,2025-08-02,2025-08-03
deltaker2926,gjennomføring179,S.Tilpasset,2021-04-04,2021-10-24
deltaker2927,gjennomføring105,Landegruppe3,2018-05-30,2019-03-04
deltaker2928,gjennomføring133,Landegruppe3,2015-12-17,2016-03-25
deltaker2929,gjennomføring49,S.Bestemt,2018-12-29,2019-01-08
deltaker2930,gjennomføring10,S.Bestemt,2020-12-12,2024-03-17
deltaker2931,gjennomføring101,Landegruppe3,2014-02-11,2018-02-27
deltaker2932,gjennomføring21,Landegruppe3,2018-07-16,2018-07-23
deltaker2933,gjennomføring118,S.Tilpasset,2020-01-15,2020-02-07
deltaker2934,gjennomføring47,S.Tilpasset,2011-08-22,2012-12-17
deltaker2935,gjennomføring102,S.Tilpasset,2020-09-28,2022-12-13
deltaker2936,gjennomføring51,S.Tilpasset,2014-09-02,2014-09-10
deltaker2937,gjennomføring40,S.Bestemt,2025-06-21,2026-08-24
deltaker2938,gjennomføring164,S.Bestemt,2026-04-08,2026-07-01
deltaker2939,gjennomføring16,S.Tilpasset,2022-12-01,2023-10-18
deltaker2940,gjennomføring77,S.Bestemt,2016-06-05,2016-06-17
deltaker2941,gjennomføring81,S.Tilpasset,2018-05-10,2018-06-01
deltaker2942,gjennomføring70,S.Tilpasset,2018-11-12,2019-10-22
deltaker2943,gjennomføring144,Landegruppe3,2010-06-09,2010-06-10
deltaker2944,gjennomføring114,S.Tilpasset,2026-09-14,2026-09-26
deltaker2945,gjennomføring133,Landegruppe3,2016-05-16,2016-06-11
deltaker2946,gjennomføring185,Landegruppe3,2012-07-24,2013-11-15
deltaker2947,gjennomføring180,S.Bestemt,2015-09-26,2018-06-17
deltaker2948,gjennomføring145,Landegruppe3,2014-11-11,2015-09-26
deltaker2949,gjennomføring52,S.Tilpasset,2020-04-01,2021-01-03
deltaker2950,gjennomføring192,S.Bestemt,2022-11-11,2023-11-01
deltaker2951,gjennomføring61,S.Tilpasset,2019-11-17,2023-05-15
deltaker2952,gjennomføring140,S.Tilpasset,2019-03-20,2019-05-01
deltaker2953,gjennomføring43,Landegruppe3,2026-03-23,2026-05-03
deltaker2954,gjennomføring116,S.Tilpasset,2009-08-07,2010-10-08
deltaker2955,gjennomføring195,S.Tilpasset,2020-08-09,2022-03-29
deltaker2956,gjennomføring33,Landegruppe3,2016-12-04,2018-11-26
deltaker2957,gjennomføring169,Landegruppe3,2026-05-23,2026-09-22
deltaker2958,gjennomføring122,S.Tilpasset,2026-12-01,2026-12-08
deltaker2959,gjennomføring1,Landegruppe3,2024-10-04,2024-11-12
deltaker2960,gjennomføring45,Landegruppe3,2019-11-15,2021-11-22
deltaker2961,gjennomføring94,Landegruppe3,2015-04-07,2023-06-26
deltaker2962,gjennomføring21,S.Bestemt,2018-07-14,2018-07-18
deltaker2963,gjennomføring50,S.Bestemt,2020-01-13,2020-08-04
deltaker2964,gjennomføring123,S.Bestemt,2024-06-13,2024-06-19
deltaker2965,gjennomføring88,Landegruppe3,2022-01-30,2022-10-06
deltaker2966,gjennomføring169,Landegruppe3,2026-11-03,2026-12-06
deltaker2967,gjennomføring97,S.Bestemt,2011-05-03,2011-12-24
deltaker2968,gjennomføring168,S.Tilpasset,2022-06-29,2022-07-05
deltaker2969,gjennomføring48,S.Bestemt,2017-08-19,2018-04-24
deltaker2970,gjennomføring132,S.Tilpasset,2026-06-19,2026-09-13
deltaker2971,gjennomføring49,S.Tilpasset,2020-03-02,2020-03-13
deltaker2972,gjennomføring146,S.Bestemt,2018-10-02,2019-02-01
deltaker2973,gjennomføring60,Landegruppe3,2021-01-19,2026-04-02
deltaker2974,gjennomføring143,S.Tilpasset,2024-04-13,2025-02-10
deltaker2975,gjennomføring166,S.Tilpasset,2011-04-22,2018-07-07
deltaker2976,gjennomføring183,S.Bestemt,2019-02-13,2022-02-15
deltaker2977,gjennomføring102,S.Tilpasset,2018-11-25,2020-09-03
deltaker2978,gjennomføring18,S.Tilpasset,2024-04-21,2024-11-25
deltaker2979,gjennomføring52,S.Bestemt,2018-01-22,2020-08-31
deltaker2980,gjennomføring155,S.Tilpasset,2018-05-14,2020-06-26
deltaker2981,gjennomføring157,S.Tilpasset,2018-12-23,2019-12-07
deltaker2982,gjennomføring94,S.Bestemt,2013-07-14,2015-12-23
deltaker2983,gjennomføring112,S.Bestemt,2014-07-15,2014-08-22
deltaker2984,gjennomføring196,S.Bestemt,2011-01-27,2014-04-07
deltaker2985,gjennomføring117,S.Bestemt,2023-12-13,2024-09-14
deltaker2986,gjennomføring17,S.Bestemt,2020-07-12,2020-12-02
deltaker2987,gjennomføring37,S.Bestemt,2020-02-23,2020-03-27
deltaker2988,gjennomføring38,Landegruppe3,2017-04-17,2022-02-08
deltaker2989,gjennomføring72,S.Bestemt,2022-12-30,2025-04-06
deltaker2990,gjennomføring197,S.Tilpasset,2026-01-23,2026-01-30
deltaker2991,gjennomføring13,Landegruppe3,2019-10-10,2019-11-26
deltaker2992,gjennomføring17,S.Tilpasset,2020-07-08,2021-04-11
deltaker2993,gjennomføring161,S.Tilpasset,2026-10-08,2026-10-09
deltaker2994,gjennomføring133,S.Tilpasset,2013-07-11,2015-11-21
deltaker2995,gjennomføring102,S.Bestemt,2013-05-25,2019-06-17
deltaker2996,gjennomføring110,S.Bestemt,2022-12-27,2023-01-11
deltaker2997,gjennomføring109,S.Tilpasset,2015-08-01,2015-09-06
deltaker2998,gjennomføring134,Landegruppe3,2024-08-23,2025-01-08
deltaker2999,gjennomføring7,S.Tilpasset,2022-10-04,2024-01-19
deltaker3000,gjennomføring97,S.Bestemt,2011-09-04,2011-10-31
deltaker3001,gjennomføring138,S.Bestemt,2014-07-05,2014-08-15
deltaker3002,gjennomføring146,S.Tilpasset,2017-02-25,2018-02-02
deltaker3003,gjennomføring155,S.Tilpasset,2022-04-21,2022-09-15
deltaker3004,gjennomføring104,S.Bestemt,2015-09-09,2016-07-14
deltaker3005,gjennomføring105,S.Tilpasset,2021-09-22,2022-09-08
deltaker3006,gjennomføring13,S.Tilpasset,2019-11-15,2019-11-16
deltaker3007,gjennomføring180,S.Bestemt,2015-06-05,2019-01-27
deltaker3008,gjennomføring117,S.Tilpasset,2018-11-19,2023-02-12
deltaker3009,gjennomføring2,Landegruppe3,2025-01-06,2025-02-21
deltaker3010,gjennomføring57,S.Bestemt,2020-09-27,2020-12-22
deltaker3011,gjennomføring9,S.Bestemt,2025-04-27,2025-06-09
deltaker3012,gjennomføring182,Landegruppe3,2018-10-19,2019-09-08
deltaker3013,gjennomføring52,S.Tilpasset,2020-09-05,2021-05-07
deltaker3014,gjennomføring59,Landegruppe3,2023-08-23,2024-06-09
deltaker3015,gjennomføring20,Landegruppe3,2014-09-07,2018-09-07
deltaker3016,gjennomføring174,S.Bestemt,2026-05-21,2026-05-31
deltaker3017,gjennomføring45,S.Tilpasset,2018-08-04,2021-08-19
deltaker3018,gjennomføring83,S.Tilpasset,2026-03-01,2026-03-30
deltaker3019,gjennomføring49,Landegruppe3,2019-04-07,2019-07-10
deltaker3020,gjennomføring28,S.Bestemt,2025-08-07,2025-08-24
deltaker3021,gjennomføring14,Landegruppe3,2015-04-20,2020-05-26
deltaker3022,gjennomføring143,S.Tilpasset,2025-02-12,2025-02-19
deltaker3023,gjennomføring120,Landegruppe3,2021-09-23,2021-11-27
deltaker3024,gjennomføring64,Landegruppe3,2009-06-21,2009-07-03
deltaker3025,gjennomføring99,Landegruppe3,2022-01-24,2024-12-11
deltaker3026,gjennomføring19,S.Tilpasset,2019-03-19,2019-04-25
deltaker3027,gjennomføring146,Landegruppe3,2018-06-28,2021-09-10
deltaker3028,gjennomføring134,S.Tilpasset,2024-04-11,2025-08-23
deltaker3029,gjennomføring49,S.Bestemt,2018-04-06,2019-06-13
deltaker3030,gjennomføring26,Landegruppe3,2015-03-27,2016-01-25
deltaker3031,gjennomføring85,S.Tilpasset,2025-10-09,2025-10-28
deltaker3032,gjennomføring35,S.Tilpasset,2013-09-05,2014-02-25
deltaker3033,gjennomføring94,S.Tilpasset,2010-12-04,2015-04-30
deltaker3034,gjennomføring41,Landegruppe3,2026-11-09,2026-11-27
deltaker3035,gjennomføring78,Landegruppe3,2023-06-20,2024-07-18
deltaker3036,gjennomføring169,Landegruppe3,2026-03-23,2026-11-29
deltaker3037,gjennomføring35,S.Bestemt,2023-05-30,2023-09-15
deltaker3038,gjennomføring54,Landegruppe3,2018-01-09,2018-02-06
deltaker3039,gjennomføring152,S.Bestemt,2021-09-21,2021-10-04
deltaker3040,gjennomføring117,Landegruppe3,2024-03-17,2024-07-01
deltaker3041,gjennomføring141,Landegruppe3,2013-12-08,2015-05-12
deltaker3042,gjennomføring78,S.Bestemt,2023-12-07,2024-02-25
deltaker3043,gjennomføring150,S.Bestemt,2021-12-11,2022-04-06
deltaker3044,gjennomføring106,S.Bestemt,2015-06-29,2016-08-23
deltaker3045,gjennomføring70,Landegruppe3,2018-12-25,2019-04-21
deltaker3046,gjennomføring5,S.Bestemt,2023-01-12,2024-06-10
deltaker3047,gjennomføring49,S.Tilpasset,2018-10-21,2019-01-07
deltaker3048,gjennomføring161,S.Tilpasset,2026-09-28,2026-10-18
deltaker3049,gjennomføring78,Landegruppe3,2023-11-27,2024-02-20
deltaker3050,gjennomføring7,S.Bestemt,2020-02-24,2023-12-01
deltaker3051,gjennomføring108,S.Bestemt,2025-06-07,2025-06-13
deltaker3052,gjennomføring114,S.Tilpasset,2026-02-18,2026-06-30
deltaker3053,gjennomføring38,S.Bestemt,2018-01-28,2020-09-20
deltaker3054,gjennomføring1,S.Tilpasset,2024-02-06,2024-05-16
deltaker3055,gjennomføring28,S.Tilpasset,2025-04-11,2025-12-20
deltaker3056,gjennomføring155,S.Bestemt,2022-02-08,2022-04-12
deltaker3057,gjennomføring93,Landegruppe3,2016-09-04,2016-09-18
deltaker3058,gjennomføring179,S.Tilpasset,2013-11-25,2014-03-20
deltaker3059,gjennomføring181,Landegruppe3,2019-10-10,2020-01-06
deltaker3060,gjennomføring65,S.Bestemt,2013-09-07,2013-09-24
deltaker3061,gjennomføring132,S.Tilpasset,2025-09-20,2026-07-29
deltaker3062,gjennomføring184,S.Bestemt,2019-10-01,2020-02-25
deltaker3063,gjennomføring70,Landegruppe3,2019-03-04,2019-06-16
deltaker3064,gjennomføring125,Landegruppe3,2025-01-08,2025-02-14
deltaker3065,gjennomføring113,S.Bestemt,2013-09-01,2014-05-07
deltaker3066,gjennomføring65,S.Bestemt,2013-09-12,2013-10-14
deltaker3067,gjennomføring70,S.Tilpasset,2019-08-15,2019-08-22
deltaker3068,gjennomføring88,S.Bestemt,2024-05-12,2024-05-17
deltaker3069,gjennomføring133,Landegruppe3,2013-11-17,2015-09-22
deltaker3070,gjennomføring78,S.Tilpasset,2022-04-22,2022-05-06
deltaker3071,gjennomføring170,Landegruppe3,2023-02-08,2025-07-01
deltaker3072,gjennomføring109,Landegruppe3,2014-09-04,2015-08-12
deltaker3073,gjennomføring183,Landegruppe3,2021-01-03,2022-05-31
deltaker3074,gjennomføring168,S.Bestemt,2022-05-11,2022-07-19
deltaker3075,gjennomføring46,S.Tilpasset,2016-06-02,2018-04-26
deltaker3076,gjennomføring187,Landegruppe3,2017-04-10,2019-10-22
deltaker3077,gjennomføring173,S.Tilpasset,2009-05-05,2014-09-24
deltaker3078,gjennomføring58,S.Tilpasset,2014-05-27,2016-10-20
deltaker3079,gjennomføring59,S.Bestemt,2020-09-21,2023-04-23
deltaker3080,gjennomføring194,S.Bestemt,2014-11-29,2015-04-16
deltaker3081,gjennomføring60,S.Bestemt,2024-11-24,2025-11-10
deltaker3082,gjennomføring134,S.Bestemt,2025-01-27,2025-12-01
deltaker3083,gjennomføring180,S.Bestemt,2019-03-19,2020-04-15
deltaker3084,gjennomføring57,S.Tilpasset,2019-10-01,2022-02-02
deltaker3085,gjennomføring121,Landegruppe3,2023-07-21,2024-07-13
deltaker3086,gjennomføring79,Landegruppe3,2014-09-15,2014-11-29
deltaker3087,gjennomføring1,S.Bestemt,2023-06-19,2024-02-16
deltaker3088,gjennomføring127,S.Tilpasset,2020-11-20,2020-12-21
deltaker3089,gjennomføring177,S.Bestemt,2019-08-25,2019-09-24
deltaker3090,gjennomføring147,S.Bestemt,2022-07-24,2023-03-04
deltaker3091,gjennomføring77,S.Tilpasset,2016-03-13,2016-07-20
deltaker3092,gjennomføring109,S.Bestemt,2015-03-20,2015-05-20
deltaker3093,gjennomføring182,S.Tilpasset,2019-05-19,2019-05-29
deltaker3094,gjennomføring38,Landegruppe3,2016-12-04,2019-10-30
deltaker3095,gjennomføring48,Landegruppe3,2016-03-04,2016-08-17
deltaker3096,gjennomføring80,Landegruppe3,2025-09-29,2025-10-27
deltaker3097,gjennomføring59,S.Bestemt,2024-10-18,2025-04-24
deltaker3098,gjennomføring34,S.Tilpasset,2023-04-23,2025-10-12
deltaker3099,gjennomføring122,S.Bestemt,2026-10-26,2026-12-05
deltaker3100,gjennomføring195,S.Tilpasset,2020-10-14,2020-11-19
deltaker3101,gjennomføring178,S.Bestemt,2023-05-02,2023-05-13
deltaker3102,gjennomføring75,Landegruppe3,2019-03-27,2019-10-06
deltaker3103,gjennomføring22,Landegruppe3,2013-03-20,2014-09-16
deltaker3104,gjennomføring137,Landegruppe3,2015-05-09,2015-07-09
deltaker3105,gjennomføring10,S.Bestemt,2025-02-20,2025-06-03
deltaker3106,gjennomføring163,S.Tilpasset,2018-07-30,2018-12-11
deltaker3107,gjennomføring146,S.Bestemt,2017-12-29,2018-12-18
deltaker3108,gjennomføring85,S.Tilpasset,2023-07-24,2023-12-07
deltaker3109,gjennomføring163,S.Tilpasset,2017-08-26,2018-02-21
deltaker3110,gjennomføring128,S.Tilpasset,2025-03-01,2025-03-09
deltaker3111,gjennomføring153,S.Bestemt,2024-11-29,2025-11-21
